id,trial,trialord,look,lookdir,age,female_baby,female_parent,lullaby_side,lullaby_order,lullaby_character,condition,lultrial
8021,6,4,5472,l,4.2710471,0,1,left,first,blue,10,1
8021,6,4,7283,r,4.2710471,0,1,left,first,blue,10,1
8021,7,7,0,l,4.2710471,0,1,left,first,blue,10,
8021,7,7,12955,r,4.2710471,0,1,left,first,blue,10,
8021,8,5,3968,l,4.2710471,0,1,left,first,blue,10,1
8021,8,5,9668,r,4.2710471,0,1,left,first,blue,10,1
8021,9,6,0,l,4.2710471,0,1,left,first,blue,10,0
8021,9,6,12585,r,4.2710471,0,1,left,first,blue,10,0
8021,10,10,0,l,4.2710471,0,1,left,first,blue,10,
8021,10,10,11187,r,4.2710471,0,1,left,first,blue,10,
8021,11,7,368,l,4.2710471,0,1,left,first,blue,10,0
8021,11,7,13652,r,4.2710471,0,1,left,first,blue,10,0
8021,12,8,704,l,4.2710471,0,1,left,first,blue,10,1
8021,12,8,11472,r,4.2710471,0,1,left,first,blue,10,1
8021,13,13,0,l,4.2710471,0,1,left,first,blue,10,
8021,13,13,12660,r,4.2710471,0,1,left,first,blue,10,
8022,1,1,4554,l,10.77618,1,1,left,second,blue,11,
8022,1,1,4256,r,10.77618,1,1,left,second,blue,11,
8022,2,1,1584,l,10.77618,1,1,left,second,blue,11,0
8022,2,1,11858,r,10.77618,1,1,left,second,blue,11,0
8022,3,2,6512,l,10.77618,1,1,left,second,blue,11,1
8022,3,2,4016,r,10.77618,1,1,left,second,blue,11,1
8022,4,4,5504,l,10.77618,1,1,left,second,blue,11,
8022,4,4,6320,r,10.77618,1,1,left,second,blue,11,
8022,5,3,8426,l,10.77618,1,1,left,second,blue,11,1
8022,5,3,2496,r,10.77618,1,1,left,second,blue,11,1
8022,6,4,1474,l,10.77618,1,1,left,second,blue,11,0
8022,6,4,8544,r,10.77618,1,1,left,second,blue,11,0
8022,7,7,1888,l,10.77618,1,1,left,second,blue,11,
8022,7,7,4496,r,10.77618,1,1,left,second,blue,11,
8022,8,5,976,l,10.77618,1,1,left,second,blue,11,0
8022,8,5,9298,r,10.77618,1,1,left,second,blue,11,0
8022,9,6,7360,l,10.77618,1,1,left,second,blue,11,1
8022,9,6,3268,r,10.77618,1,1,left,second,blue,11,1
8022,10,10,1888,l,10.77618,1,1,left,second,blue,11,
8022,10,10,4768,r,10.77618,1,1,left,second,blue,11,
8022,11,7,5056,l,10.77618,1,1,left,second,blue,11,1
8022,11,7,976,r,10.77618,1,1,left,second,blue,11,1
8022,12,8,2304,l,10.77618,1,1,left,second,blue,11,0
8022,12,8,6160,r,10.77618,1,1,left,second,blue,11,0
8022,13,13,6864,l,10.77618,1,1,left,second,blue,11,
8022,13,13,2474,r,10.77618,1,1,left,second,blue,11,
8023,1,1,3712,l,9.1991787,1,1,right,first,red,13,
8023,1,1,5808,r,9.1991787,1,1,right,first,red,13,
8023,2,1,6832,l,9.1991787,1,1,right,first,red,13,1
8023,2,1,6112,r,9.1991787,1,1,right,first,red,13,1
8023,3,2,5056,l,9.1991787,1,1,right,first,red,13,0
8023,3,2,8440,r,9.1991787,1,1,right,first,red,13,0
8023,4,4,2864,l,9.1991787,1,1,right,first,red,13,
8023,4,4,4512,r,9.1991787,1,1,right,first,red,13,
8024,1,1,4880,l,10.513347,0,1,left,first,red,1,
8024,1,1,2695,r,10.513347,0,1,left,first,red,1,
8024,2,1,10047,l,10.513347,0,1,left,first,red,1,1
8024,2,1,2848,r,10.513347,0,1,left,first,red,1,1
8024,3,2,5924,l,10.513347,0,1,left,first,red,1,0
8024,3,2,7136,r,10.513347,0,1,left,first,red,1,0
8024,4,4,4373,l,10.513347,0,1,left,first,red,1,
8024,4,4,6192,r,10.513347,0,1,left,first,red,1,
8024,5,3,2301,l,10.513347,0,1,left,first,red,1,0
8024,5,3,9600,r,10.513347,0,1,left,first,red,1,0
8024,6,4,6852,l,10.513347,0,1,left,first,red,1,1
8024,6,4,6976,r,10.513347,0,1,left,first,red,1,1
8024,7,7,3149,l,10.513347,0,1,left,first,red,1,
8024,7,7,2967,r,10.513347,0,1,left,first,red,1,
8024,8,5,4784,l,10.513347,0,1,left,first,red,1,1
8024,8,5,5823,r,10.513347,0,1,left,first,red,1,1
8024,9,6,3517,l,10.513347,0,1,left,first,red,1,0
8024,9,6,6240,r,10.513347,0,1,left,first,red,1,0
8024,10,10,4020,l,10.513347,0,1,left,first,red,1,
8024,10,10,2976,r,10.513347,0,1,left,first,red,1,
8024,11,7,2445,l,10.513347,0,1,left,first,red,1,0
8024,11,7,9383,r,10.513347,0,1,left,first,red,1,0
8024,12,8,8256,l,10.513347,0,1,left,first,red,1,1
8024,12,8,3039,r,10.513347,0,1,left,first,red,1,1
8024,13,13,5447,l,10.513347,0,1,left,first,red,1,
8024,13,13,992,r,10.513347,0,1,left,first,red,1,
8025,1,1,2416,l,2.4312115,1,1,left,second,red,3,
8025,1,1,8786,r,2.4312115,1,1,left,second,red,3,
8025,2,1,0,l,2.4312115,1,1,left,second,red,3,0
8025,2,1,11412,r,2.4312115,1,1,left,second,red,3,0
8025,3,2,12834,l,2.4312115,1,1,left,second,red,3,1
8025,3,2,0,r,2.4312115,1,1,left,second,red,3,1
8025,4,4,8202,l,2.4312115,1,1,left,second,red,3,
8025,4,4,4224,r,2.4312115,1,1,left,second,red,3,
8025,5,3,3584,l,2.4312115,1,1,left,second,red,3,1
8025,5,3,1616,r,2.4312115,1,1,left,second,red,3,1
8025,6,4,576,l,2.4312115,1,1,left,second,red,3,0
8025,6,4,11178,r,2.4312115,1,1,left,second,red,3,0
8025,7,7,2160,l,2.4312115,1,1,left,second,red,3,
8025,7,7,7410,r,2.4312115,1,1,left,second,red,3,
8025,8,5,1888,l,2.4312115,1,1,left,second,red,3,0
8025,8,5,11360,r,2.4312115,1,1,left,second,red,3,0
8025,9,6,4432,l,2.4312115,1,1,left,second,red,3,1
8025,9,6,1568,r,2.4312115,1,1,left,second,red,3,1
8025,10,10,5370,l,2.4312115,1,1,left,second,red,3,
8025,10,10,6432,r,2.4312115,1,1,left,second,red,3,
8025,11,7,6466,l,2.4312115,1,1,left,second,red,3,1
8025,11,7,2032,r,2.4312115,1,1,left,second,red,3,1
8025,12,8,0,l,2.4312115,1,1,left,second,red,3,0
8025,12,8,11312,r,2.4312115,1,1,left,second,red,3,0
8025,13,13,3728,l,2.4312115,1,1,left,second,red,3,
8025,13,13,10100,r,2.4312115,1,1,left,second,red,3,
8026,1,1,5024,l,10.38193,0,1,left,first,red,1,
8026,1,1,7536,r,10.38193,0,1,left,first,red,1,
8026,2,1,7934,l,10.38193,0,1,left,first,red,1,1
8026,2,1,4912,r,10.38193,0,1,left,first,red,1,1
8026,3,2,3616,l,10.38193,0,1,left,first,red,1,0
8026,3,2,9110,r,10.38193,0,1,left,first,red,1,0
8026,4,4,3456,l,10.38193,0,1,left,first,red,1,
8026,4,4,9582,r,10.38193,0,1,left,first,red,1,
8026,5,3,4414,l,10.38193,0,1,left,first,red,1,0
8026,5,3,9014,r,10.38193,0,1,left,first,red,1,0
8026,6,4,6816,l,10.38193,0,1,left,first,red,1,1
8026,6,4,5174,r,10.38193,0,1,left,first,red,1,1
8026,7,7,3638,l,10.38193,0,1,left,first,red,1,
8026,7,7,6304,r,10.38193,0,1,left,first,red,1,
8026,8,5,6942,l,10.38193,0,1,left,first,red,1,1
8026,8,5,6416,r,10.38193,0,1,left,first,red,1,1
8026,9,6,1248,l,10.38193,0,1,left,first,red,1,0
8026,9,6,7510,r,10.38193,0,1,left,first,red,1,0
8026,10,10,5312,l,10.38193,0,1,left,first,red,1,
8026,10,10,5326,r,10.38193,0,1,left,first,red,1,
8026,11,7,0,l,10.38193,0,1,left,first,red,1,0
8026,11,7,9604,r,10.38193,0,1,left,first,red,1,0
8026,12,8,4112,l,10.38193,0,1,left,first,red,1,1
8026,12,8,4934,r,10.38193,0,1,left,first,red,1,1
8026,13,13,6438,l,10.38193,0,1,left,first,red,1,
8026,13,13,3248,r,10.38193,0,1,left,first,red,1,
8027,1,1,3312,l,11.071869,0,1,right,first,blue,6,
8027,1,1,6064,r,11.071869,0,1,right,first,blue,6,
8027,2,1,4032,l,11.071869,0,1,right,first,blue,6,1
8027,2,1,6833,r,11.071869,0,1,right,first,blue,6,1
8027,3,2,10875,l,11.071869,0,1,right,first,blue,6,0
8027,3,2,2425,r,11.071869,0,1,right,first,blue,6,0
8027,4,4,4576,l,11.071869,0,1,right,first,blue,6,
8027,4,4,5681,r,11.071869,0,1,right,first,blue,6,
8027,5,3,11172,l,11.071869,0,1,right,first,blue,6,0
8027,5,3,2272,r,11.071869,0,1,right,first,blue,6,0
8027,6,4,2419,l,11.071869,0,1,right,first,blue,6,1
8027,6,4,8496,r,11.071869,0,1,right,first,blue,6,1
8028,1,1,8032,l,14.324435,1,1,right,second,blue,7,
8028,1,1,3184,r,14.324435,1,1,right,second,blue,7,
8028,2,1,12531,l,14.324435,1,1,right,second,blue,7,0
8028,2,1,1072,r,14.324435,1,1,right,second,blue,7,0
8028,3,2,7323,l,14.324435,1,1,right,second,blue,7,1
8028,3,2,6192,r,14.324435,1,1,right,second,blue,7,1
8028,4,4,13555,l,14.324435,1,1,right,second,blue,7,
8028,4,4,0,r,14.324435,1,1,right,second,blue,7,
8028,5,3,4715,l,14.324435,1,1,right,second,blue,7,1
8028,5,3,7897,r,14.324435,1,1,right,second,blue,7,1
8028,6,4,12883,l,14.324435,1,1,right,second,blue,7,0
8028,6,4,977,r,14.324435,1,1,right,second,blue,7,0
8028,7,7,11739,l,14.324435,1,1,right,second,blue,7,
8028,7,7,1584,r,14.324435,1,1,right,second,blue,7,
8028,8,5,5312,l,14.324435,1,1,right,second,blue,7,0
8028,8,5,1793,r,14.324435,1,1,right,second,blue,7,0
8028,9,6,2704,l,14.324435,1,1,right,second,blue,7,1
8028,9,6,1792,r,14.324435,1,1,right,second,blue,7,1
8028,10,10,4848,l,14.324435,1,1,right,second,blue,7,
8028,10,10,928,r,14.324435,1,1,right,second,blue,7,
8028,11,7,3819,l,14.324435,1,1,right,second,blue,7,1
8028,11,7,8528,r,14.324435,1,1,right,second,blue,7,1
8028,12,8,10195,l,14.324435,1,1,right,second,blue,7,0
8028,12,8,2560,r,14.324435,1,1,right,second,blue,7,0
8028,13,13,4176,l,14.324435,1,1,right,second,blue,7,
8028,13,13,2480,r,14.324435,1,1,right,second,blue,7,
8029,1,1,3712,l,12.813142,0,1,left,first,blue,10,
8029,1,1,5456,r,12.813142,0,1,left,first,blue,10,
8029,2,1,7008,l,12.813142,0,1,left,first,blue,10,1
8029,2,1,5159,r,12.813142,0,1,left,first,blue,10,1
8029,3,2,6320,l,12.813142,0,1,left,first,blue,10,0
8029,3,2,6767,r,12.813142,0,1,left,first,blue,10,0
8029,4,4,4656,l,12.813142,0,1,left,first,blue,10,
8029,4,4,2784,r,12.813142,0,1,left,first,blue,10,
8029,5,3,5824,l,12.813142,0,1,left,first,blue,10,0
8029,5,3,4207,r,12.813142,0,1,left,first,blue,10,0
8029,6,4,10973,l,12.813142,0,1,left,first,blue,10,1
8029,6,4,2679,r,12.813142,0,1,left,first,blue,10,1
8029,7,7,5376,l,12.813142,0,1,left,first,blue,10,
8029,7,7,7807,r,12.813142,0,1,left,first,blue,10,
8029,8,5,10199,l,12.813142,0,1,left,first,blue,10,1
8029,8,5,3152,r,12.813142,0,1,left,first,blue,10,1
8029,9,6,1552,l,12.813142,0,1,left,first,blue,10,0
8029,9,6,6848,r,12.813142,0,1,left,first,blue,10,0
8029,10,10,768,l,12.813142,0,1,left,first,blue,10,
8029,10,10,6359,r,12.813142,0,1,left,first,blue,10,
8029,11,7,592,l,12.813142,0,1,left,first,blue,10,0
8029,11,7,4544,r,12.813142,0,1,left,first,blue,10,0
8029,12,8,7815,l,12.813142,0,1,left,first,blue,10,1
8029,12,8,5296,r,12.813142,0,1,left,first,blue,10,1
8029,13,13,3408,l,12.813142,0,1,left,first,blue,10,
8029,13,13,4576,r,12.813142,0,1,left,first,blue,10,
8030,1,1,2544,l,12.386037,1,1,right,first,blue,6,
8030,1,1,7353,r,12.386037,1,1,right,first,blue,6,
8030,2,1,5872,l,12.386037,1,1,right,first,blue,6,1
8030,2,1,7393,r,12.386037,1,1,right,first,blue,6,1
8030,3,2,8580,l,12.386037,1,1,right,first,blue,6,0
8030,3,2,5040,r,12.386037,1,1,right,first,blue,6,0
8030,4,4,6065,l,12.386037,1,1,right,first,blue,6,
8030,4,4,6064,r,12.386037,1,1,right,first,blue,6,
8030,5,3,9625,l,12.386037,1,1,right,first,blue,6,0
8030,5,3,2192,r,12.386037,1,1,right,first,blue,6,0
8030,6,4,3600,l,12.386037,1,1,right,first,blue,6,1
8030,6,4,3712,r,12.386037,1,1,right,first,blue,6,1
8030,7,7,6521,l,12.386037,1,1,right,first,blue,6,
8030,7,7,4432,r,12.386037,1,1,right,first,blue,6,
8030,8,5,2099,l,12.386037,1,1,right,first,blue,6,1
8030,8,5,7841,r,12.386037,1,1,right,first,blue,6,1
8030,9,6,6425,l,12.386037,1,1,right,first,blue,6,0
8030,9,6,3392,r,12.386037,1,1,right,first,blue,6,0
8030,10,10,3184,l,12.386037,1,1,right,first,blue,6,
8030,10,10,4544,r,12.386037,1,1,right,first,blue,6,
8030,11,7,4217,l,12.386037,1,1,right,first,blue,6,0
8030,11,7,1824,r,12.386037,1,1,right,first,blue,6,0
8030,12,8,3568,l,12.386037,1,1,right,first,blue,6,1
8030,12,8,4784,r,12.386037,1,1,right,first,blue,6,1
8030,13,13,3856,l,12.386037,1,1,right,first,blue,6,
8030,13,13,5497,r,12.386037,1,1,right,first,blue,6,
8031,1,1,7153,l,4.0082135,0,0,right,second,red,15,
8031,1,1,5712,r,4.0082135,0,0,right,second,red,15,
8031,2,1,10564,l,4.0082135,0,0,right,second,red,15,0
8031,2,1,1920,r,4.0082135,0,0,right,second,red,15,0
8031,3,2,864,l,4.0082135,0,0,right,second,red,15,1
8031,3,2,12353,r,4.0082135,0,0,right,second,red,15,1
8031,4,4,6272,l,4.0082135,0,0,right,second,red,15,
8031,4,4,5184,r,4.0082135,0,0,right,second,red,15,
8031,5,3,0,l,4.0082135,0,0,right,second,red,15,1
8031,5,3,14100,r,4.0082135,0,0,right,second,red,15,1
8031,6,4,12729,l,4.0082135,0,0,right,second,red,15,0
8031,6,4,475,r,4.0082135,0,0,right,second,red,15,0
8031,7,7,7809,l,4.0082135,0,0,right,second,red,15,
8031,7,7,2624,r,4.0082135,0,0,right,second,red,15,
8031,8,5,12900,l,4.0082135,0,0,right,second,red,15,0
8031,8,5,944,r,4.0082135,0,0,right,second,red,15,0
8031,9,6,0,l,4.0082135,0,0,right,second,red,15,1
8031,9,6,2048,r,4.0082135,0,0,right,second,red,15,1
8031,10,10,12804,l,4.0082135,0,0,right,second,red,15,
8031,10,10,624,r,4.0082135,0,0,right,second,red,15,
8031,11,7,9043,l,4.0082135,0,0,right,second,red,15,1
8031,11,7,2688,r,4.0082135,0,0,right,second,red,15,1
8031,12,8,12937,l,4.0082135,0,0,right,second,red,15,0
8031,12,8,0,r,4.0082135,0,0,right,second,red,15,0
8031,13,13,11488,l,4.0082135,0,0,right,second,red,15,
8031,13,13,1120,r,4.0082135,0,0,right,second,red,15,
8032,1,1,9888,l,5.1581111,1,0,left,first,blue,10,
8032,1,1,3485,r,5.1581111,1,0,left,first,blue,10,
8032,2,1,7840,l,5.1581111,1,0,left,first,blue,10,1
8032,2,1,4997,r,5.1581111,1,0,left,first,blue,10,1
8032,3,2,816,l,5.1581111,1,0,left,first,blue,10,0
8032,3,2,12429,r,5.1581111,1,0,left,first,blue,10,0
8032,4,4,2992,l,5.1581111,1,0,left,first,blue,10,
8032,4,4,9840,r,5.1581111,1,0,left,first,blue,10,
8032,5,3,944,l,5.1581111,1,0,left,first,blue,10,0
8032,5,3,11021,r,5.1581111,1,0,left,first,blue,10,0
8032,6,4,3664,l,5.1581111,1,0,left,first,blue,10,1
8032,6,4,2768,r,5.1581111,1,0,left,first,blue,10,1
8032,7,7,3104,l,5.1581111,1,0,left,first,blue,10,
8032,7,7,4768,r,5.1581111,1,0,left,first,blue,10,
8032,9,6,1120,l,5.1581111,1,0,left,first,blue,10,0
8032,9,6,6272,r,5.1581111,1,0,left,first,blue,10,0
8032,10,10,1344,l,5.1581111,1,0,left,first,blue,10,
8032,10,10,2704,r,5.1581111,1,0,left,first,blue,10,
8032,11,7,304,l,5.1581111,1,0,left,first,blue,10,0
8032,11,7,3165,r,5.1581111,1,0,left,first,blue,10,0
8032,12,8,5957,l,5.1581111,1,0,left,first,blue,10,1
8032,12,8,672,r,5.1581111,1,0,left,first,blue,10,1
8032,13,13,1840,l,5.1581111,1,0,left,first,blue,10,
8032,13,13,3405,r,5.1581111,1,0,left,first,blue,10,
8033,1,1,5824,l,4.895277,0,1,left,first,red,2,
8033,1,1,2989,r,4.895277,0,1,left,first,red,2,
8033,2,1,13045,l,4.895277,0,1,left,first,red,2,1
8033,2,1,0,r,4.895277,0,1,left,first,red,2,1
8033,3,2,391,l,4.895277,0,1,left,first,red,2,0
8033,3,2,7437,r,4.895277,0,1,left,first,red,2,0
8033,4,4,3893,l,4.895277,0,1,left,first,red,2,
8033,4,4,4112,r,4.895277,0,1,left,first,red,2,
8033,5,3,1728,l,4.895277,0,1,left,first,red,2,0
8033,5,3,5021,r,4.895277,0,1,left,first,red,2,0
8033,6,4,13765,l,4.895277,0,1,left,first,red,2,1
8033,6,4,0,r,4.895277,0,1,left,first,red,2,1
8033,7,7,6752,l,4.895277,0,1,left,first,red,2,
8033,7,7,3600,r,4.895277,0,1,left,first,red,2,
8033,8,5,127,l,4.895277,0,1,left,first,red,2,1
8033,8,5,0,r,4.895277,0,1,left,first,red,2,1
8033,9,6,1296,l,4.895277,0,1,left,first,red,2,0
8033,9,6,10365,r,4.895277,0,1,left,first,red,2,0
8033,10,10,5397,l,4.895277,0,1,left,first,red,2,
8033,10,10,3504,r,4.895277,0,1,left,first,red,2,
8033,11,7,1901,l,4.895277,0,1,left,first,red,2,0
8033,11,7,9008,r,4.895277,0,1,left,first,red,2,0
8033,12,8,11189,l,4.895277,0,1,left,first,red,2,1
8033,12,8,880,r,4.895277,0,1,left,first,red,2,1
8033,13,13,6269,l,4.895277,0,1,left,first,red,2,
8033,13,13,4775,r,4.895277,0,1,left,first,red,2,
8034,1,1,4624,l,3.3511293,0,1,right,first,blue,6,
8034,1,1,5528,r,3.3511293,0,1,right,first,blue,6,
8034,2,1,12992,l,3.3511293,0,1,right,first,blue,6,1
8034,2,1,256,r,3.3511293,0,1,right,first,blue,6,1
8034,3,2,12888,l,3.3511293,0,1,right,first,blue,6,0
8034,3,2,12,r,3.3511293,0,1,right,first,blue,6,0
8034,4,4,12800,l,3.3511293,0,1,right,first,blue,6,
8034,4,4,0,r,3.3511293,0,1,right,first,blue,6,
8034,5,3,13964,l,3.3511293,0,1,right,first,blue,6,0
8034,5,3,0,r,3.3511293,0,1,right,first,blue,6,0
8034,6,4,1812,l,3.3511293,0,1,right,first,blue,6,1
8034,6,4,4880,r,3.3511293,0,1,right,first,blue,6,1
8034,7,7,4080,l,3.3511293,0,1,right,first,blue,6,
8034,7,7,9192,r,3.3511293,0,1,right,first,blue,6,
8034,8,5,0,l,3.3511293,0,1,right,first,blue,6,1
8034,8,5,14100,r,3.3511293,0,1,right,first,blue,6,1
8034,9,6,12472,l,3.3511293,0,1,right,first,blue,6,0
8034,9,6,1180,r,3.3511293,0,1,right,first,blue,6,0
8034,10,10,4516,l,3.3511293,0,1,right,first,blue,6,
8034,10,10,8304,r,3.3511293,0,1,right,first,blue,6,
8034,11,7,13732,l,3.3511293,0,1,right,first,blue,6,0
8034,11,7,0,r,3.3511293,0,1,right,first,blue,6,0
8034,12,8,2452,l,3.3511293,0,1,right,first,blue,6,1
8034,12,8,10464,r,3.3511293,0,1,right,first,blue,6,1
8034,13,13,8552,l,3.3511293,0,1,right,first,blue,6,
8034,13,13,2192,r,3.3511293,0,1,right,first,blue,6,
8035,1,1,4867,l,6.7679672,0,1,left,first,blue,9,
8035,1,1,7041,r,6.7679672,0,1,left,first,blue,9,
8035,2,1,11881,l,6.7679672,0,1,left,first,blue,9,1
8035,2,1,1803,r,6.7679672,0,1,left,first,blue,9,1
8035,3,2,1328,l,6.7679672,0,1,left,first,blue,9,0
8035,3,2,10369,r,6.7679672,0,1,left,first,blue,9,0
8035,4,4,6048,l,6.7679672,0,1,left,first,blue,9,
8035,4,4,6185,r,6.7679672,0,1,left,first,blue,9,
8035,5,3,1968,l,6.7679672,0,1,left,first,blue,9,0
8035,5,3,10945,r,6.7679672,0,1,left,first,blue,9,0
8035,6,4,9065,l,6.7679672,0,1,left,first,blue,9,1
8035,6,4,3344,r,6.7679672,0,1,left,first,blue,9,1
8035,7,7,3456,l,6.7679672,0,1,left,first,blue,9,
8035,7,7,8017,r,6.7679672,0,1,left,first,blue,9,
8035,8,5,13609,l,6.7679672,0,1,left,first,blue,9,1
8035,8,5,0,r,6.7679672,0,1,left,first,blue,9,1
8035,9,6,2576,l,6.7679672,0,1,left,first,blue,9,0
8035,9,6,8385,r,6.7679672,0,1,left,first,blue,9,0
8035,10,10,5392,l,6.7679672,0,1,left,first,blue,9,
8035,10,10,4816,r,6.7679672,0,1,left,first,blue,9,
8035,11,7,1632,l,6.7679672,0,1,left,first,blue,9,0
8035,11,7,5920,r,6.7679672,0,1,left,first,blue,9,0
8035,12,8,5152,l,6.7679672,0,1,left,first,blue,9,1
8035,12,8,2729,r,6.7679672,0,1,left,first,blue,9,1
8035,13,13,3008,l,6.7679672,0,1,left,first,blue,9,
8035,13,13,5952,r,6.7679672,0,1,left,first,blue,9,
8037,1,1,11920,l,5.1581111,1,1,right,first,blue,6,
8037,1,1,1642,r,5.1581111,1,1,right,first,blue,6,
8037,2,1,5456,l,5.1581111,1,1,right,first,blue,6,1
8037,2,1,7506,r,5.1581111,1,1,right,first,blue,6,1
8037,3,2,11040,l,5.1581111,1,1,right,first,blue,6,0
8037,3,2,1434,r,5.1581111,1,1,right,first,blue,6,0
8037,4,4,7666,l,5.1581111,1,1,right,first,blue,6,
8037,4,4,4224,r,5.1581111,1,1,right,first,blue,6,
8037,5,3,13690,l,5.1581111,1,1,right,first,blue,6,0
8037,5,3,0,r,5.1581111,1,1,right,first,blue,6,0
8037,6,4,3632,l,5.1581111,1,1,right,first,blue,6,1
8037,6,4,7344,r,5.1581111,1,1,right,first,blue,6,1
8037,7,7,7866,l,5.1581111,1,1,right,first,blue,6,
8037,7,7,5024,r,5.1581111,1,1,right,first,blue,6,
8037,8,5,2512,l,5.1581111,1,1,right,first,blue,6,1
8037,8,5,9970,r,5.1581111,1,1,right,first,blue,6,1
8037,9,6,12010,l,5.1581111,1,1,right,first,blue,6,0
8037,9,6,890,r,5.1581111,1,1,right,first,blue,6,0
8037,10,10,10770,l,5.1581111,1,1,right,first,blue,6,
8037,10,10,2032,r,5.1581111,1,1,right,first,blue,6,
8037,11,7,13434,l,5.1581111,1,1,right,first,blue,6,0
8037,11,7,448,r,5.1581111,1,1,right,first,blue,6,0
8037,12,8,480,l,5.1581111,1,1,right,first,blue,6,1
8037,12,8,12706,r,5.1581111,1,1,right,first,blue,6,1
8037,13,13,8976,l,5.1581111,1,1,right,first,blue,6,
8037,13,13,2618,r,5.1581111,1,1,right,first,blue,6,
8040,1,1,3296,l,10.61191,1,1,left,first,blue,10,
8040,1,1,2880,r,10.61191,1,1,left,first,blue,10,
8040,2,1,8233,l,10.61191,1,1,left,first,blue,10,1
8040,2,1,5184,r,10.61191,1,1,left,first,blue,10,1
8040,3,2,1728,l,10.61191,1,1,left,first,blue,10,0
8040,3,2,8705,r,10.61191,1,1,left,first,blue,10,0
8040,4,4,2752,l,10.61191,1,1,left,first,blue,10,
8040,4,4,4576,r,10.61191,1,1,left,first,blue,10,
8040,5,3,1696,l,10.61191,1,1,left,first,blue,10,0
8040,5,3,10881,r,10.61191,1,1,left,first,blue,10,0
8040,6,4,9353,l,10.61191,1,1,left,first,blue,10,1
8040,6,4,3376,r,10.61191,1,1,left,first,blue,10,1
8040,7,7,2464,l,10.61191,1,1,left,first,blue,10,
8040,7,7,2416,r,10.61191,1,1,left,first,blue,10,
8040,8,5,9657,l,10.61191,1,1,left,first,blue,10,1
8040,8,5,3120,r,10.61191,1,1,left,first,blue,10,1
8040,9,6,755,l,10.61191,1,1,left,first,blue,10,0
8040,9,6,12577,r,10.61191,1,1,left,first,blue,10,0
8040,10,10,2416,l,10.61191,1,1,left,first,blue,10,
8040,10,10,1552,r,10.61191,1,1,left,first,blue,10,
8040,11,7,0,l,10.61191,1,1,left,first,blue,10,0
8040,11,7,12817,r,10.61191,1,1,left,first,blue,10,0
8040,12,8,7200,l,10.61191,1,1,left,first,blue,10,1
8040,12,8,1120,r,10.61191,1,1,left,first,blue,10,1
8040,13,13,2672,l,10.61191,1,1,left,first,blue,10,
8040,13,13,2736,r,10.61191,1,1,left,first,blue,10,
8041,1,1,2729,l,9.6262836,1,1,right,second,red,16,
8041,1,1,8800,r,9.6262836,1,1,right,second,red,16,
8041,2,1,2464,l,9.6262836,1,1,right,second,red,16,0
8041,2,1,10817,r,9.6262836,1,1,right,second,red,16,0
8041,3,2,2336,l,9.6262836,1,1,right,second,red,16,1
8041,3,2,10601,r,9.6262836,1,1,right,second,red,16,1
8041,4,4,4176,l,9.6262836,1,1,right,second,red,16,
8041,4,4,4224,r,9.6262836,1,1,right,second,red,16,
8041,5,3,5616,l,9.6262836,1,1,right,second,red,16,1
8041,5,3,6809,r,9.6262836,1,1,right,second,red,16,1
8041,6,4,7696,l,9.6262836,1,1,right,second,red,16,0
8041,6,4,2611,r,9.6262836,1,1,right,second,red,16,0
8041,7,7,2608,l,9.6262836,1,1,right,second,red,16,
8041,7,7,4784,r,9.6262836,1,1,right,second,red,16,
8041,8,5,8256,l,9.6262836,1,1,right,second,red,16,0
8041,8,5,5441,r,9.6262836,1,1,right,second,red,16,0
8041,9,6,4043,l,9.6262836,1,1,right,second,red,16,1
8041,9,6,7577,r,9.6262836,1,1,right,second,red,16,1
8041,10,10,1280,l,9.6262836,1,1,right,second,red,16,
8041,10,10,1872,r,9.6262836,1,1,right,second,red,16,
8041,11,7,320,l,9.6262836,1,1,right,second,red,16,1
8041,11,7,9824,r,9.6262836,1,1,right,second,red,16,1
8041,12,8,6481,l,9.6262836,1,1,right,second,red,16,0
8041,12,8,6800,r,9.6262836,1,1,right,second,red,16,0
8041,13,13,1168,l,9.6262836,1,1,right,second,red,16,
8041,13,13,4000,r,9.6262836,1,1,right,second,red,16,
8042,1,1,0,l,2.4312115,1,1,left,first,blue,10,
8042,1,1,13478,r,2.4312115,1,1,left,first,blue,10,
8042,2,1,1712,l,2.4312115,1,1,left,first,blue,10,1
8042,2,1,5798,r,2.4312115,1,1,left,first,blue,10,1
8042,3,2,0,l,2.4312115,1,1,left,first,blue,10,0
8042,3,2,13670,r,2.4312115,1,1,left,first,blue,10,0
8042,4,4,5248,l,2.4312115,1,1,left,first,blue,10,
8042,4,4,7550,r,2.4312115,1,1,left,first,blue,10,
8042,5,3,544,l,2.4312115,1,1,left,first,blue,10,0
8042,5,3,13268,r,2.4312115,1,1,left,first,blue,10,0
8042,6,4,7342,l,2.4312115,1,1,left,first,blue,10,1
8042,6,4,3142,r,2.4312115,1,1,left,first,blue,10,1
8042,7,7,4784,l,2.4312115,1,1,left,first,blue,10,
8042,7,7,6950,r,2.4312115,1,1,left,first,blue,10,
8042,8,5,12576,l,2.4312115,1,1,left,first,blue,10,1
8042,8,5,0,r,2.4312115,1,1,left,first,blue,10,1
